,reef_no,replicate,perimeter_m,area_m2,diam_longest_m,diam_perpendic_m,imagery_resolution_m,date,method,platform,imagery_type,provider,instrument,observer,notes
289,19,1,146,1643,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),NH,NA
290,19,2,136,1430,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),NH,NA
291,19,3,131,1350,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),NH,NA
292,19,1,136,1660,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),NH,NA
293,19,2,140,1440,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),NH,NA
294,19,3,140,1530,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),NH,NA
295,19,1,117,1800,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,NH,NA
296,19,2,139,1420,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,NH,NA
297,19,3,134,1390,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,NH,NA
298,19,1,126,1440,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,NH,NA
299,19,2,120,1380,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,NH,NA
300,19,3,123,1290,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,NH,NA
301,19,1,131,1420,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,NH,NA
302,19,2,126,1140,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,NH,NA
303,19,3,120,1210,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,NH,NA
304,16,1,189.92,2743.42,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,TJQ,NA
305,16,2,193.14,2888.12,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,TJQ,NA
306,16,3,189.05,2765.83,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,TJQ,NA
307,16,1,182.91,2518.47,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",TJQ,NA
308,16,2,186.45,2589.5,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",TJQ,NA
309,16,3,189.12,2626.3,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",TJQ,NA
310,16,1,185.06,2585.93,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,TJQ,NA
311,16,2,194.04,2823.95,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,TJQ,NA
312,16,3,198.53,2926.83,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,TJQ,NA
313,16,1,180.73,2454.2,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),TJQ,NA
314,16,2,191.24,2644.79,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),TJQ,NA
315,16,3,182.06,2506.58,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),TJQ,NA
316,16,1,212.69,3400,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),TJQ,NA
317,16,2,206.14,3410,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),TJQ,NA
318,16,3,218.93,3430,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),TJQ,NA
319,16,1,202.82,3140,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,TJQ,NA
320,16,2,206.11,3210,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,TJQ,NA
321,16,3,215.17,3260,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,TJQ,NA
322,16,1,293.02,7030,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,TJQ,NA
323,16,2,287.24,6780,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,TJQ,NA
324,16,3,309.4,6920,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,TJQ,NA
325,16,1,281.66,7740,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,TJQ,NA
326,16,2,289.55,7640,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,TJQ,NA
327,16,3,293.93,7280,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,TJQ,NA
328,19,1,111.31,931.06,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,TJQ,NA
329,19,2,108.82,910.27,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,TJQ,NA
330,19,3,111.06,948.35,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,TJQ,NA
331,19,1,111.27,895.95,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",TJQ,NA
332,19,2,113.64,954.6,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",TJQ,NA
333,19,3,115.58,957.96,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",TJQ,NA
334,19,1,113.48,927.1,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,TJQ,NA
335,19,2,108.09,908.19,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,TJQ,NA
336,19,3,112.62,951.33,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,TJQ,NA
337,19,1,108.45,862.23,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),TJQ,NA
338,19,2,111.15,951.66,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),TJQ,NA
339,19,3,114.61,965.79,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),TJQ,NA
340,19,1,196.96,2270,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),TJQ,NA
341,19,2,187.11,2640,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),TJQ,NA
342,19,3,183.21,2590,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),TJQ,NA
343,19,1,155.63,2220,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,TJQ,NA
344,19,2,171.3,2460,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,TJQ,NA
345,19,3,168.08,2450,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,TJQ,NA
346,19,1,170.39,2210,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,TJQ,NA
347,19,2,179.43,2790,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,TJQ,NA
348,19,3,180.74,2210,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,TJQ,NA
349,19,1,NA,NA,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,TJQ,NA
350,19,2,NA,NA,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,TJQ,NA
351,19,3,NA,NA,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,TJQ,NA
352,12,1,396.68,11950.2,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,TJQ,NA
353,12,2,394.01,11912.19,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,TJQ,NA
354,12,3,398.4,12263.73,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,TJQ,NA
355,12,1,404.64,11917.33,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",TJQ,NA
356,12,2,385.21,10960.36,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",TJQ,NA
357,12,3,383.41,11229.67,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",TJQ,NA
358,12,1,372.75,10604.42,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,TJQ,NA
359,12,2,373.86,10497.13,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,TJQ,NA
360,12,3,372.19,10438.5,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,TJQ,NA
361,12,1,380.32,10847.51,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),TJQ,NA
362,12,2,375.45,10732.72,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),TJQ,NA
363,12,3,374.47,10660.05,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),TJQ,NA
364,12,1,418.76,12090,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),TJQ,NA
365,12,2,413.89,12710,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),TJQ,NA
366,12,3,409.33,12808,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),TJQ,NA
367,12,1,393.19,12280,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,TJQ,NA
368,12,2,404.86,12680,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,TJQ,NA
369,12,3,410.11,12000,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,TJQ,NA
370,12,1,387.77,11200,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,TJQ,NA
371,12,2,402.05,12640,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,TJQ,NA
372,12,3,397.76,12950,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,TJQ,NA
373,12,1,428.8,15040,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,TJQ,NA
374,12,2,464.65,15920,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,TJQ,NA
375,12,3,461.76,15720,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,TJQ,NA
376,19,1,143,946,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,MICG,PR19_0.15_01_MICG
377,19,2,116,1002,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,MICG,PR19_0.15_02_MICG
378,19,1,127.06,1069.22,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",MICG,PR19_0.5_01_MICG
379,19,2,128,1246,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",MICG,PR19_0.5_02_MICG
380,19,1,131.71,1310.75,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,MICG,PR19_1_01_MICG
381,19,2,134,1319,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,MICG,PR19_1_02_MICG
382,19,1,134.09,1218.99,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),MICG,NA
383,19,2,123.3,1137.32,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),MICG,PR19_2_2_MICG
384,19,1,94.6,8462,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),MICG,PR19_2_01_MICG
385,19,2,115.58,6310,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),MICG,NA
386,19,1,107.6,8864,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,MICG,NA
387,19,2,105,9880,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,MICG,NA
388,19,1,110.8,1050,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,MICG,NA
389,19,2,104,819,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,MICG,NA
390,19,1,99,682.2,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,MICG,NA
391,19,2,83,643.81,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,MICG,NA
392,16,1,268,2713,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,MICG,PR16_0.15_01_MICG
393,16,2,199,2982,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,MICG,PR16_0.15_02_MICG
394,16,1,234.54,3345.86,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",MICG,PR16_0.5_01_MICG
395,16,2,236,4255,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",MICG,PR16_0.5_02_MICG
396,16,1,201.2,2971.42,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,MICG,PR16_1_01_MICG
397,16,2,198,2917,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,MICG,PR16_1_02_MICG
398,16,1,218.17,3397.7,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),MICG,PR16_2_01_MICG
399,16,2,215.1,3298,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),MICG,PR16_2_02_MICG
400,16,1,198.52,3561,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),MICG,NA
401,16,2,190,3220,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),MICG,NA
402,16,1,198,3120,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,MICG,NA
403,16,2,189,3311,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,MICG,NA
404,16,1,194.13,3929,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,MICG,NA
405,16,2,208,3090,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,MICG,NA
406,16,1,187.2,3290,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,MICG,NA
407,16,2,181.28,3110,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,MICG,NA
408,12,1,456.94,12654.77,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,MICG,PR12_0.15_01_MICG
409,12,2,419,13275,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,MICG,PR12_0.15_02_MICG
410,12,1,382.96,10782.91,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",MICG,PR12_0.5_01_MICG
411,12,2,390,11638,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",MICG,PR12_0.5_02_MICG
412,12,1,384.13,10761.04,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,MICG,PR12_1_01_MICG
413,12,2,365,10122,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,MICG,PR12_1_02_MICG
414,12,1,432.08,12026.25,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),MICG,PR12_2_01_MICG
415,12,2,404,12136,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),MICG,PR12_2_02_MICG
416,12,1,392.56,9830,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),MICG,NA
417,12,2,337.44,8670,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),MICG,NA
418,12,1,388.96,1140,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,MICG,NA
419,12,2,390,1059,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,MICG,NA
420,12,1,365.11,1128,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,MICG,NA
421,12,2,368,1042,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,MICG,NA
422,12,1,341.63,1024,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,MICG,NA
423,12,2,357.63,1017,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,MICG,NA
424,NA,NA,NA,NA,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,MICG,NA
